url,status,title,meta_description,content_type,error
https://www.twstackle.com/departments/boating--amp--kayaking-|65.html,200,BOATING &amp; KAYAKING,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/books--brochures--videos--amp--maps-|95|95E.html,200,"BOOKS, BROCHURES, VIDEOS &amp; MAPS",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/braided-line-|25|25F|025151.html,200,BRAIDED LINE,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/brumate-|75|75B|075101.html,200,BRUMATE,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/buckets--aerators--amp--bait-holders-|25|25J|025208.html,200,"BUCKETS, AERATORS &amp; BAIT HOLDERS",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/bucktails-|25|25D|025125.html,200,BUCKTAILS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/bucktails-|25|25E|025125.html,200,BUCKTAILS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/camping-supplies-|75|75G.html,200,CAMPING SUPPLIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/cart--amp--carrier-accessories-|75|75F|075163.html,200,CART &amp; CARRIER ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/carts--rod-racks--amp--carriers-|75|75F.html,200,"CARTS, ROD RACKS &amp; CARRIERS",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/cast-nets-|25|25J|025206.html,200,CAST NETS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/casting--amp--conventional-combos-|25|25C|025111.html,200,CASTING &amp; CONVENTIONAL COMBOS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/casting--amp--conventional-reels-|25|25B|025101.html,200,CASTING &amp; CONVENTIONAL REELS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/casting--amp--conventional-reels-|25|25D|025101.html,200,CASTING &amp; CONVENTIONAL REELS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/casting--amp--conventional-rods-|25|25A|025002.html,200,CASTING &amp; CONVENTIONAL RODS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/casual--comfort--amp--atheletic-|35|35E|035162.html,200,"CASUAL, COMFORT &amp; ATHELETIC",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/casual--comfort--amp--atheletic-|35|35F|035182.html,200,"CASUAL, COMFORT &amp; ATHELETIC",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/centerfire-rifle-scopes-|55|55A|055001.html,200,CENTERFIRE RIFLE SCOPES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/clam--crab--scallop--amp--oyster-kni-|85|85A|085009.html,200,"CLAM, CRAB, SCALLOP &amp; OYSTER KNI",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/clam--crab--scallop--amp--oyster-kni-|85|85C|085009.html,200,"CLAM, CRAB, SCALLOP &amp; OYSTER KNI",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/clippers--amp--snips-|85|85B|085105.html,200,CLIPPERS &amp; SNIPS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/clippers--amp--snips-|85|85C|085105.html,200,CLIPPERS &amp; SNIPS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/cooking-kits--amp--accessories-|95|95F|095180.html,200,COOKING KITS &amp; ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/cooler-accessories-|75|75A|075007.html,200,COOLER ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/coolers--amp--gear-%7C75.html,200,COOLERS &amp; GEAR,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/coolers--amp--gear-|75.html,200,COOLERS &amp; GEAR,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/coolers-|75|75A.html,200,COOLERS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/costa-|45|45A|045001.html,200,COSTA,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/crabbing--clamming--amp--sand-fleas-|25|25J|025205.html,200,"CRABBING, CLAMMING &amp; SAND FLEAS",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/cutting--amp--fillet-boards-|85|85A|085010.html,200,CUTTING &amp; FILLET BOARDS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/decals--amp--magnets-|95|95D|095141.html,200,DECALS &amp; MAGNETS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/deck--amp--boat-shoes-|35|35E|035160.html,200,DECK &amp; BOAT SHOES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/deck--amp--boat-shoes-|35|35F|035180.html,200,DECK &amp; BOAT SHOES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/deck--amp--boat-shoes-|35|35G|035200.html,200,DECK &amp; BOAT SHOES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/decoys--amp--gear-|55|55D.html,200,DECOYS &amp; GEAR,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/dive-accessories-|65|65I.html,200,DIVE ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/dredges-|25|25E|025142.html,200,DREDGES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/dredges-|25|25J|025142.html,200,DREDGES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/drinkware-|75|75B.html,200,DRINKWARE,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/e-gift-card-|95|95A|095001.html,200,E-GIFT CARD,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/essentials--amp--accessories-|65|65H|065218.html,200,ESSENTIALS &amp; ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/eyewear-%7C45.html,200,EYEWEAR,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/eyewear-accessories-|45|45C.html,200,EYEWEAR ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/eyewear-|45.html,200,EYEWEAR,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/feet--amp--hand-warmers-|55|55E|055154.html,200,FEET &amp; HAND WARMERS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/fillet-knives-|85|85A|085005.html,200,FILLET KNIVES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/fish-landing-tools-|25|25J|025202.html,200,FISH LANDING TOOLS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/fishing-%7C25.html,200,FISHING,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/fishing-accessories-|25|25J.html,200,FISHING ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/fishing-gloves-|35|35A|035007.html,200,FISHING GLOVES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/fishing-|25.html,200,FISHING,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/fishing-|65|65A|065001.html,200,FISHING,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/fixed-blades-|85|85A|085003.html,200,FIXED BLADES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/flashlights--amp--headlamps-|75|75G|075180.html,200,FLASHLIGHTS &amp; HEADLAMPS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/flies-|25|25D|025132.html,200,FLIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/fluorocarbon-line-|25|25F|025152.html,200,FLUOROCARBON LINE,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/game-calls-|55|55C.html,200,GAME CALLS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/game-shears--amp--scissors-|85|85A|085007.html,200,GAME SHEARS &amp; SCISSORS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/gear-storage--amp--carry-bags-|75|75C.html,200,GEAR STORAGE &amp; CARRY BAGS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/gift-card-|95|95A|095002.html,200,GIFT CARD,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/gift-cards-|95|95A.html,200,GIFT CARDS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/gifts-%7C95.html,200,GIFTS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/gifts-|95.html,200,GIFTS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/gigging--amp--spearing-|25|25J|025209.html,200,GIGGING &amp; SPEARING,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/hand-crimpers-|85|85B|085103.html,200,HAND CRIMPERS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/hard-sided-coolers-|75|75A|075003.html,200,HARD SIDED COOLERS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/hats--caps--amp--buffs-|35|35A|035004.html,200,"HATS, CAPS &amp; BUFFS",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/hats--caps--amp--buffs-|35|35C|035123.html,200,"HATS, CAPS &amp; BUFFS",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/health--amp--well-being-|95|95C.html,200,HEALTH &amp; WELL BEING,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/helm-chairs--amp--harnesses-|65|65C|065123.html,200,HELM CHAIRS &amp; HARNESSES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/hunting--amp--shooting-%7C55.html,200,HUNTING &amp; SHOOTING,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/hunting--amp--shooting-|55.html,200,HUNTING &amp; SHOOTING,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/hunting-accessories-|55|55E.html,200,HUNTING ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/insect-repellents-|95|95C|095110.html,200,INSECT REPELLENTS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/kayak-accessories-|65|65A|065005.html,200,KAYAK ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/kayak-carriers--amp--racks-|65|65B|065100.html,200,KAYAK CARRIERS &amp; RACKS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/kayaks--sup-s--amp--canoes-|65|65A.html,200,"KAYAKS, SUP'S &amp; CANOES",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/knives--amp--shears-|85|85A.html,200,KNIVES &amp; SHEARS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/landing-nets--amp--bait-nets-|25|25J|025201.html,200,LANDING NETS &amp; BAIT NETS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/lanterns--amp--spotlights-|75|75G|075181.html,200,LANTERNS &amp; SPOTLIGHTS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/leader--amp--line-accessories-|25|25F|025153.html,200,LEADER &amp; LINE ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/license-plates--decals--amp--magnets-|95|95D.html,200,"LICENSE PLATES, DECALS &amp; MAGNETS",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/life-jackes--amp--pfd-s-|65|65G.html,200,LIFE JACKES &amp; PFD'S,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/lighting--amp--electrical-components-|65|65E|065163.html,200,LIGHTING &amp; ELECTRICAL COMPONENTS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/lines-|25|25F.html,200,LINES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/lures--amp--jigs-|25|25E|025140.html,200,LURES &amp; JIGS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/marine-parts--amp--care-|65|65E.html,200,MARINE PARTS &amp; CARE,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/maui-jim-|45|45A|045002.html,200,MAUI JIM,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/measuring-tape--amp--ruler-|85|85C|085121.html,200,MEASURING TAPE &amp; RULER,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/mens-accessories-|35|35A|035008.html,200,MENS ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/mens-clothing-|35|35A.html,200,MENS CLOTHING,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/mens-shoes--boots--amp--waders-|35|35E.html,200,"MENS SHOES, BOOTS &amp; WADERS",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/misc--decoys--amp--gear-|55|55D|055144.html,200,MISC. DECOYS &amp; GEAR,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/misc--fishing-accessories-|25|25J|025210.html,200,MISC. FISHING ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/misc--game-calls-|55|55C|055134.html,200,MISC. GAME CALLS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/misc--gifts-|95|95F|095186.html,200,MISC. GIFTS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/misc--health-products-|95|95C|095114.html,200,MISC. HEALTH PRODUCTS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/misc--tools-|85|85C.html,200,MISC. TOOLS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/monofilament-line-|25|25F|025150.html,200,MONOFILAMENT LINE,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/multi-tool-knives-|85|85A|085001.html,200,MULTI TOOL KNIVES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/nautical-charts-|95|95E|095162.html,200,NAUTICAL CHARTS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/oakley-|45|45A|045003.html,200,OAKLEY,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/offshore--amp--trolling-tackle-|25|25E.html,200,OFFSHORE &amp; TROLLING TACKLE,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/offshore--amp--trolling-|65|65C.html,200,OFFSHORE &amp; TROLLING,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/optics--amp--scopes-|55|55A.html,200,OPTICS &amp; SCOPES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/outdoor-seating-|75|75G|075182.html,200,OUTDOOR SEATING,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/outerwear--jackets--amp--coats-|35|35B|035102.html,200,"OUTERWEAR, JACKETS &amp; COATS",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/outerwear--jackets--amp--coats-|35|35C|035122.html,200,"OUTERWEAR, JACKETS &amp; COATS",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/outriggers--amp--center-riggers-|65|65C|065120.html,200,OUTRIGGERS &amp; CENTER RIGGERS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/paddles--amp--oars-|65|65A|065004.html,200,PADDLES &amp; OARS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/pier--amp--beach-carts-|75|75F|075160.html,200,PIER &amp; BEACH CARTS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/plano-|75|75C|075122.html,200,PLANO,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/pliers--cutters--amp--crimpers-|85|85B.html,200,"PLIERS, CUTTERS &amp; CRIMPERS",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/pliers-|85|85B|085100.html,200,PLIERS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/power-supplies--amp--batteries-|75|75G|075183.html,200,POWER SUPPLIES &amp; BATTERIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/propane--amp--propane-accessories-|75|75G|075184.html,200,PROPANE &amp; PROPANE ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/recreational-shooting-|55|55H|055205.html,200,RECREATIONAL SHOOTING,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/reel-accessories-|25|25B|025106.html,200,REEL ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/reels-|25|25B.html,200,REELS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/rigs--amp--supplies-|25|25E|025145.html,200,RIGS &amp; SUPPLIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/rod--amp--reel-combos-|25|25C.html,200,ROD &amp; REEL COMBOS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/rod-accessories-|25|25A|025007.html,200,ROD ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/rod-rack-carriers--amp--mounts-|75|75F|075161.html,200,ROD RACK CARRIERS &amp; MOUNTS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/rods-|25|25A.html,200,RODS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/rolling-coolers-|75|75A|075004.html,200,ROLLING COOLERS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/rubber-boots-|35|35E|035164.html,200,RUBBER BOOTS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/safety--flares--amp--fire-extinguish-|65|65H|065217.html,200,"SAFETY, FLARES &amp; FIRE EXTINGUISH",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/safety-gear-|65|65I|065232.html,200,SAFETY GEAR,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/saltwater-boat--amp--trolling-rods-|25|25A|025003.html,200,SALTWATER BOAT &amp; TROLLING RODS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/saltwater-reels-|25|25B|025102.html,200,SALTWATER REELS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/sand-spikes-|25|25J|025204.html,200,SAND SPIKES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/sandals-|35|35E|035161.html,200,SANDALS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/sandals-|35|35F|035181.html,200,SANDALS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/scales--amp--rulers-|25|25J|025203.html,200,SCALES &amp; RULERS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/sharpeners-|85|85A|085011.html,200,SHARPENERS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/shirts--amp--tops-|35|35A|035001.html,200,SHIRTS &amp; TOPS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/shirts--amp--tops-|35|35B|035100.html,200,SHIRTS &amp; TOPS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/shirts--amp--tops-|35|35C|035120.html,200,SHIRTS &amp; TOPS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/shooting-accessories-|55|55H.html,200,SHOOTING ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/shorts--amp--pants-|35|35A|035002.html,200,SHORTS &amp; PANTS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/shorts--pants--skirts--amp--dresses-|35|35B|035101.html,200,"SHORTS, PANTS, SKIRTS &amp; DRESSES",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/single-folding-blades-|85|85A|085002.html,200,SINGLE FOLDING BLADES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/smith-|45|45A|045009.html,200,SMITH,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/soft-plastic-baits-|25|25D|025121.html,200,SOFT PLASTIC BAITS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/soft-sided-carry-coolers-|75|75A|075001.html,200,SOFT SIDED CARRY COOLERS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/spincasting-combos-|25|25C|025112.html,200,SPINCASTING COMBOS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/spincasting-reels-|25|25B|025104.html,200,SPINCASTING REELS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/spinning-combos-|25|25C|025110.html,200,SPINNING COMBOS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/spinning-reels-|25|25B|025100.html,200,SPINNING REELS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/spinning-rods-|25|25A|025001.html,200,SPINNING RODS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/stuffed-animals-|95|95H|095221.html,200,STUFFED ANIMALS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/sunglass-cases-|45|45C|045130.html,200,SUNGLASS CASES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/sunglasses-|45|45A.html,200,SUNGLASSES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/sunscreen--amp--moisturizer-|95|95C|095112.html,200,SUNSCREEN &amp; MOISTURIZER,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/thermocells--amp--pests-control-|95|95F|095184.html,200,THERMOCELLS &amp; PESTS CONTROL,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/tire-guage-|85|85C|085120.html,200,TIRE GUAGE,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/toadfish-|75|75B|075102.html,200,TOADFISH,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/tools--amp--knives-%7C85.html,200,TOOLS &amp; KNIVES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/tools--amp--knives-|85.html,200,TOOLS &amp; KNIVES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/towels-|95|95F|095183.html,200,TOWELS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/toys-|95|95H.html,200,TOYS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/trailering--amp--transport-|65|65B.html,200,TRAILERING &amp; TRANSPORT,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/trailering-accessories-|65|65B|065102.html,200,TRAILERING ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/trolling-combos-|25|25C|025113.html,200,TROLLING COMBOS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/trolling-spoons-|25|25E|025146.html,200,TROLLING SPOONS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/turkey-calls-|55|55C|055133.html,200,TURKEY CALLS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/wader-accessories-|35|35E|035167.html,200,WADER ACCESSORIES,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/waders-|35|35E|035165.html,200,WADERS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/water-coolers-|75|75A|075006.html,200,WATER COOLERS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/waterfowl-calls-|55|55C|055130.html,200,WATERFOWL CALLS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/waterfowl-decoys-|55|55D|055140.html,200,WATERFOWL DECOYS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/wire--copper--amp--lead-core-line-|25|25F|025156.html,200,"WIRE, COPPER &amp; LEAD CORE LINE",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/wire-cutters-|85|85B|085102.html,200,WIRE CUTTERS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/womens-clothing-|35|35B.html,200,WOMENS CLOTHING,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/womens-shoes--boots--amp--waders-|35|35F.html,200,"WOMENS SHOES, BOOTS &amp; WADERS",,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/yeti-|75|75B|075100.html,200,YETI,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/yeti-|75|75C|075100.html,200,YETI,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/yeti-|75|75C|075120.html,200,YETI,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/youth-books-|95|95H|095220.html,200,YOUTH BOOKS,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/youth-clothing-|35|35C.html,200,YOUTH CLOTHING,,text/html; charset=iso-8859-1,
https://www.twstackle.com/departments/youth-shoes--boots--amp--waders-|35|35G.html,200,"YOUTH SHOES, BOOTS &amp; WADERS",,text/html; charset=iso-8859-1,
https://www.twstackle.com/inet/start.php,200,TW's Bait &amp; Tackle,,text/html; charset=iso-8859-1,
https://www.twstackle.com/inet/storefront/check_gift_card.php,200,Check eGift Card Balance,,text/html; charset=iso-8859-1,
https://www.twstackle.com/inet/storefront/create_account.php?category=0,200,Create Account,,text/html; charset=iso-8859-1,
https://www.twstackle.com/inet/storefront/gift_cards.php?id=1&mode=purchase,200,,,text/html; charset=iso-8859-1,
https://www.twstackle.com/inet/storefront/store.php?mode=advancedsearch,200,Search Catalog,,text/html; charset=iso-8859-1,
https://www.twstackle.com/inet/storefront/store.php?mode=viewcart,200,Shopping Cart,,text/html; charset=iso-8859-1,
https://www.twstackle.com/inet/user/contact.php,200,Contact Us,,text/html; charset=iso-8859-1,
https://www.twstackle.com/inet/user/forgot_password.php,200,Reset Password,,text/html; charset=iso-8859-1,
https://www.twstackle.com/inet/user/forgot_username.php,200,Reset Password,,text/html; charset=iso-8859-1,
